chunk_id,document_id,chunk_index,text,document_title,source,year,document_type,tags,section
20c1a592-415a-4bb5-91a3-31a8e8557ec0,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,10,"[SECTION: 8- FATORES PROGNÓSTICOS]
iente adulto jovem em quatro grupos de risco: favorável, intermediário-1, intermediário-2 e adverso. O impacto das lesões genéticas secundárias, associadas a translocações ou inversões necessitam de mais investigação, com exceção da trissomia do 22 na LMA com inv(16) ou t(16;16), que tem sido associada a uma melhor sobrevida livre de recaída (SLR). Define-se o cariótipo complexo na presença de 3 ou mais (em alguns estudos, 5 ou mais) anormalidades cromossômicas. O cariótipo complexo, que ocorre em 10% a 12% dos pacientes, quando não associado a t(8;21), inv(16) ou t(16;16) e t(15;17) deve ser considerado de prognóstico adverso. As anormalidades citogenéticas de prognóstico desfavorável aumentam com a idade. Com isso, algumas classificações de risco, baseadas no estudo citogenético, têm sido propostas para a população idosa com LMA. Pacientes com citogenética normal e historicamente considerados de prognóstico intermediário são agora divididos em subgrupos moleculares com significativa implicação prognóstica (Tabela 1). Por exemplo, a presença da duplicação interna em tandem (ITD) do gene FLT3 (FLT3-ITD) tem sido associada a doença agressiva e de mau prognóstico.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",prognosis
6bffc210-6843-4bd3-8c59-1e81a5de6b88,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,11,"[SECTION: 8- FATORES PROGNÓSTICOS]
em tandem (ITD) do gene FLT3 (FLT3-ITD) tem sido associada a doença agressiva e de mau prognóstico. Em contraste, pacientes com o gene CEBPA e NPM1 (nucleofosmina1) sem mutações concomitantes com o FLT3 têm um prognóstico significativamente favorável ao tratamento. Algumas mutações, como por exemplo o gene KIT (receptor tirosinoquinase classe III) associado a t(8;21), podem afastar a classificação inicial “favorável” da LMA. TABELA 1 – Sistema Europeu de Prognóstico Leukemia Net (ELN) (7) GRUPO GENÉTICO SUBGRUPOS t(8;21)(q22q22); RUNX1-RUNX1T1 inv(16)(p13;1q22) ou t(16;16)(p13.1;q22) CBFB-MYH11, Favorável mutação NPM1 sem FLT3-ITD (cariótipo normal), mutação CEBPA (cariótipo normal) mutação NPM1 e FLT3-ITD (cariótipo normal) wild-type NPM1 e FLT3-ITD (cariótipo Intermediário-1 (*) normal) wild-type NPM1 sem FLT3-ITD (cariótipo normal) t(9;11)(p22q23); MLLT3-MLL Intermediário-2 anorm.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",prognosis
922464fd-dc8a-4957-bcaf-8ce21aff0ab2,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,12,"[SECTION: 8- FATORES PROGNÓSTICOS]
al) wild-type NPM1 sem FLT3-ITD (cariótipo normal) t(9;11)(p22q23); MLLT3-MLL Intermediário-2 anorm. citogenéticas outras que não favorável ou adversa (**) Inv(3)(q21q26.2) ou t(3;3)(q21;q26.2); RPN1-EV11, t(6;9)(p23;q34); DEK-NUP214; Adverso t(v;11)(v;q23); re-arranjo MLL; -5 ou del(5q); -7; anl(17p); cariótipo complexo (***) (*) Inclui todas as leucemias mieloides agudas com cariótipo normal, exceto aquelas incluídas no subgrupo favorável; a maioria dos casos está associada com pobre prognóstico, mas eles devem ser relatados separadamente em virtude da potencial resposta diferente ao tratamento. (**) Para a maioria das anormalidades, números adequados não foram estudados para tirar conclusões com relação ao seu significado prognóstico. (***) Três ou mais anormalidades cromossômicas na ausência de uma das translocações recorrentes ou inversões designadas pela OMS, isto é, t(15;17), t(8;21), inv(16) ou t(16;16), t(9;11), t(v;11)(v;q23), t(6;9), inv(3) ou t(3;3); indicam quantos casos de cariótipos complexos têm envolvimento dos braços dos cromossomas 5q, 7q e 17p.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",prognosis
79ef674c-6fad-4f7b-b2eb-0b2ca44d5f59,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,13,"[SECTION: 9- TRATAMENTO]
O tratamento da LMA exige uma quimioterapia inicial de indução de remissão, com o objetivo de atingir remissão completa (RC) da doença e consequente restauração das células sanguíneas normais. Esta fase é seguida por uma terapia de pós-remissão para erradicar a doença residual mínima (DRM). Depois, dois a quatro cursos de “consolidação” com ou sem tratamento prolongado de “manutenção”. A cura da LMA ocorre ainda numa minoria de pacientes adultos que se submetem aos diversos protocolos de quimioterapia e, nos casos de prognóstico intermediário ou desfavorável, apesar do elevado potencial de morbidade, os resultados do transplante de células-tronco hematopoéticas alogênico (alo-TCTH) ou autólogo (auto-TCTH) são melhores do que os obtidos com a quimioterapia padrão, sendo que o auto-TCTH é reservado para o paciente que atingiu resposta molecular após recaída da leucemia do subtipo promielocítica aguda (LPMA). As indicações de TCTH devem observar os critérios do Regulamento Técnico do Sistema Nacional de Transplantes. Existem dois obstáculos para a cura: a mortalidade relacionada ao tratamento (MRT) e a resistência à quimioterapia.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",treatment
fda6af3c-d3cb-40f4-8d81-fd4a8e3be610,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,14,"[SECTION: 9- TRATAMENTO]
stáculos para a cura: a mortalidade relacionada ao tratamento (MRT) e a resistência à quimioterapia. Com isso, os protocolos terapêuticos atuais distinguem os pacientes jovens dos pacientes idosos (idade igual ou maior de 60 anos), pois o idoso está associado a índice de capacidade funcional mais alto (ou seja, pior) e a anormalidade no exame citogenético. Independentemente da idade, o objetivo inicial do tratamento da LMA é atingir a RC (medula óssea com menos de 5% de mieloblastos e, no sangue periférico, neutrófilos acima de 1.000/mm3 e plaquetas acima de 100.000/mm3) para o controle da hematopoese. Para ser considerado potencialmente curado, os pacientes devem permanecer em RC por 2 a 3 anos, quando, então, o risco de recaída da LMA diminui seguramente para menos de 10%.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",treatment
e13900a2-b5b0-4667-af14-38841b13536d,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,15,"[SECTION: 9.1. MODALIDADES TERAPÊUTICAS]
Terapia de Indução – Três dias de antraciclina (ou daunorrubicina ou idarrubinia ou mitoxantrona) e 7 dias de citosina arabinosídio (protocolo “7 + 3”) continua sendo o tratamento padrão para a indução de remissão da LMA do adulto. Este tratamento ocasiona um período de pancitopenia grave durante 3 a 4 semanas, necessitando-se de tratamento de suporte e por vezes com internação em Unidade de Tratamento Intensivo. A maioria dos protocolos de tratamento preconiza o exame de medula óssea uma semana após o término do esquema quimioterápico e, se houver células leucêmicas residuais, administra-se um segundo curso de quimioterapia com outros antineoplásicos e doses mais intensas. O índice de remissão completa é de 60% a 80% no grupo de pacientes jovens. Terapia de Consolidação – Cerca de 30% dos pacientes de LMA recidivam nos primeiros 6 meses e mais de 50% no primeiro ano. Com o objetivo de retardar ou prevenir a recidiva do paciente jovem, tem-se preconizado a terapia pós-remissão, que consiste em ciclos repetitivos (pelo menos 3 ciclos) de citosina arabinosídio em altas doses (HiDAC, sigla em Inglês). O uso de consolidação intensiva prolongada ou de poliquimioterapia não parece ser superior a HiDAC isolada.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",other
3fa48605-561c-41c3-af18-4efc99fd91a9,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,16,"[SECTION: 9.1. MODALIDADES TERAPÊUTICAS]
e consolidação intensiva prolongada ou de poliquimioterapia não parece ser superior a HiDAC isolada. Terapia de Manutenção – Exceto nos casos de leucemia promielocítica aguda (LPMA), o tratamento de manutenção não deve ser administrado rotineiramente no adulto com LMA. Transplante de células-tronco hematopoéticas – Apesar do elevado potencial de morbidade, talvez seja a terapia anti-LMA mais efetiva para os casos de prognóstico intermediário ou desfavorável. Essa morbidade, entretanto, assim como a mortalidade vêm declinando com a melhora da terapia antimicrobiana e com o controle da doença do enxerto contra o hospedeiro. Além disso, o número de doadores não aparentados e a doação de sangue de cordão umbilical vêm se expandindo, aumentando progressivamente a chance de identificação de doadores compatíveis.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",other
4efdb6ca-aca0-4746-b258-7078e1e45193,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,17,"[SECTION: 9.2. SITUAÇÕES ESPECIAIS]
Terapia do idoso – Na avaliação inicial do paciente idoso com LMA, deve-se, mesmo antes de realizar exames invasivos, ponderar, de modo criterioso, sobre os parâmetros clínicos, econômicos, sociais e psicológicos para uma determinação precisa do planejamento terapêutico. Pacientes com idade entre 60 e 74 anos e com performance status abaixo do índice 2 de Zubrod e sem comorbidades podem ser tratados como o adulto jovem, resultando em uma taxa de 50% de RC e de morte pelo tratamento abaixo de 15%. As doses, entretanto, precisam ser individualizadas. Para o subtipo com citogenética de mau prognóstico, a taxa de RC é de apenas 30%, com SG abaixo de 5%. Já para o paciente muito idoso (75 ou mais anos), a alternativa é a utilização da citarabina subcutânea em baixas doses, que é associada a uma sobrevida maior quando comparada a hidroxiureia oral. Sarcoma mieloide – O sarcoma mieloide (que tem como sinônimos tumor mieloide extramedular, sarcoma granulocítico e cloroma) é uma massa tumoral extramedular constituído de blastos mieloides e situado principalmente na pele, linfonodo, trato gastrointestinal, osso, tecido conectivo e testículo. O sarcoma mieloide pode preceder a LMA, estar a ela associado ou ser uma transformação de uma mielodisplasia ou de uma síndrome mieloproliferativa.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",other
2d0f2563-3a97-4fb1-964e-3e628bdc0985,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,18,"[SECTION: 9.2. SITUAÇÕES ESPECIAIS]
ela associado ou ser uma transformação de uma mielodisplasia ou de uma síndrome mieloproliferativa. Seu diagnóstico é dado pela citoquímica ou pela imuno-histoquímica, e a morfologia é, em geral, mielomonocítica ou monoblástica. É ainda associado com hiperleucocitose, t(8;21) e positividade para CD56. O sarcoma mieloide de novo (ou seja, sem ser por evolução de outro tipo de hemopatia de linhagem mieloide) deve ser tratado como LMA. Dados sobre o impacto no prognóstico é limitado: enquanto alguns estudos relatam um impacto negativo, outros sugerem que a quimioterapia padrão seguida de transplante de células-tronco hematopoéticas não é inferior aos resultados da terapia da LMA do adulto. O tumor é sensível à radioterapia. Acometimento do sistema nervoso central – A invasão do sistema nervoso (SNC) na LMA ocorre em menos de 5% dos pacientes adultos. Inexiste indicação para profilaxia com quimioterapia intratecal nos pacientes sem sintomas do SNC, embora possa ela ser considerada em situações especiais, como, por exemplo, na hiperleucocitose. Nos pacientes com acometimento do SNC, 40mg a 50mg de citarabina devem ser administradas intratecalmente, 2 a 3 vezes por semana, até o desaparecimento das células blásticas do líquor, seguidas por mais 3 injeções deste mesmo medicamento.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",other
c129ef03-4451-4094-b5f2-ee927fd791e9,pcdt_2014_diretrizes_diagnosticas_e_terapeuticas_-_leucemia_mieloide_aguda_do_adulto.pdf,19,"[SECTION: 9.2. SITUAÇÕES ESPECIAIS]
saparecimento das células blásticas do líquor, seguidas por mais 3 injeções deste mesmo medicamento. Recidiva da LMA – A maioria das recidivas ocorre dentro dos 3 anos do diagnóstico, tornando as opções de tratamento insatisfatórias. Sobrevida longa dependerá do sucesso da indução de remissão com esquemas diferentes da primeira indução (mitoxantrona, vepesido ou fludarabina) e da possibilidade de consolidação com TCTH. O prognóstico do paciente que recai é determinado por fatores como idade, duração da primeira remissão e cariótipo. Leucemia promielocítica aguda – Há 50 anos, a leucemia promielocítica aguda (LPMA) tem sido identificada como uma entidade clínica separada, por ter uma fisiopatologia única e por merecer cuidados especiais no início do tratamento. Em mais de 95% dos casos a LPMA resulta da translocação cromossômica t(15;17), detectável pela citogenética convencional, pelo FISH ou RT-PCR. O rearranjo dos genes PML/RARA pode ser detectado por técnicas moleculares, tais como FISH ou RT-PCR. Embora seja caracterizada por uma morfologia típica, com grânulos anormais e múltiplos bastões de Auer, existe uma variante microgranular que faz pensar em LPMA quando houver distúrbio de coagulação associado.",Diretrizes Diagnósticas e Terapêuticas - Leucemia Mieloide Aguda do Adulto,pcdt,2014,clinical_guideline,"Leucemia Mieloide Aguda, Adulto, Diretrizes Clínicas, Tratamento Oncológico, SUS, Ministério da Saúde",other
